age,annual_income_inr,account_balance_inr,tenure_years,credit_score,credit_utilization,missed_payments_12m,existing_loans,monthly_transactions,employment_type,account_type,region,risk_category
48,102845,912812,20,742,0.47,3,2,10,Business owner,Salary,South,Very Low Risk
33,76413,549496,13,765,0.68,4,0,26,Self-employed,Salary,South,Moderate Risk
33,158900,826773,4,647,0.5,2,2,41,Self-employed,Savings,South,Very Low Risk
31,158795,649928,11,579,0.74,0,1,12,Salaried,Current,West,Low Risk
28,48635,356777,3,774,0.57,3,3,4,Business owner,Current,North,Very High Risk
21,118971,54936,13,669,0.46,1,3,24,Salaried,Salary,West,Moderate Risk
60,119401,667821,19,557,0.37,3,3,4,Self-employed,Salary,South,Moderate Risk
55,108567,42313,7,825,0.86,1,1,31,Self-employed,Savings,West,Low Risk
40,156287,37950,4,594,0.64,2,2,17,Business owner,Current,North,Very High Risk
42,145541,638826,14,566,0.79,0,1,44,Business owner,Savings,East,Very Low Risk
28,99147,118775,7,612,0.37,0,3,25,Business owner,Savings,West,High Risk
39,115762,344469,3,850,0.67,3,1,49,Business owner,Salary,West,Low Risk
32,57827,205428,17,809,0.84,0,3,53,Salaried,Savings,South,Low Risk
29,48592,137799,13,543,0.59,1,1,46,Self-employed,Current,North,Very High Risk
27,59631,863977,14,767,0.29,1,3,33,Salaried,Savings,East,Very Low Risk
60,29994,283295,2,602,0.26,2,2,47,Salaried,Salary,West,Very High Risk
33,95626,946955,4,547,0.89,3,4,34,Business owner,Salary,East,High Risk
41,110727,110811,8,490,0.67,4,2,46,Self-employed,Savings,West,Very High Risk
54,114460,988466,10,697,0.79,0,1,45,Salaried,Current,West,Very Low Risk
59,144356,135704,4,743,0.9,2,2,46,Business owner,Savings,North,Moderate Risk
30,45035,25333,8,681,0.83,4,1,20,Self-employed,Current,West,Very High Risk
43,158203,266086,6,825,0.65,0,0,15,Business owner,Current,East,Very Low Risk
63,86912,907912,11,654,0.62,1,4,9,Self-employed,Current,West,Low Risk
36,150873,577505,4,582,0.18,3,4,50,Self-employed,Savings,South,High Risk
22,109173,652043,19,764,0.74,2,2,49,Business owner,Savings,East,Very Low Risk
57,36067,64993,19,501,0.32,2,1,33,Business owner,Savings,South,Very High Risk
42,71095,417446,14,520,0.23,3,0,14,Self-employed,Savings,North,Very High Risk
37,149360,851258,9,696,0.66,0,2,14,Self-employed,Savings,North,Very Low Risk
27,126950,724824,14,742,0.39,2,2,9,Self-employed,Current,South,Very Low Risk
48,36444,21838,13,727,0.61,4,2,19,Business owner,Salary,South,Very High Risk
21,53839,430649,13,798,0.78,4,4,27,Self-employed,Savings,North,High Risk
39,159318,450923,7,835,0.63,4,1,11,Self-employed,Current,North,Low Risk
25,67910,233156,20,606,0.72,1,2,3,Salaried,Savings,South,High Risk
61,130812,515862,19,607,0.57,3,3,50,Business owner,Current,East,Low Risk
50,92067,977650,20,658,0.75,1,2,51,Salaried,Savings,West,Low Risk
43,31759,165466,11,666,0.32,3,4,30,Self-employed,Salary,North,Very High Risk
31,48247,935334,7,783,0.85,4,2,53,Business owner,Current,North,Low Risk
64,117855,904573,18,746,0.25,1,1,53,Salaried,Savings,East,Very Low Risk
36,43631,124982,3,604,0.17,1,4,33,Salaried,Salary,East,Very High Risk
54,28595,415306,4,549,0.69,3,1,19,Salaried,Current,East,Very High Risk
25,26551,678507,6,749,0.87,3,3,25,Salaried,Current,North,Moderate Risk
34,102577,314038,1,689,0.54,3,3,45,Salaried,Savings,East,High Risk
41,78660,485752,10,484,0.8,4,0,54,Salaried,Salary,West,Very High Risk
37,159842,550766,5,650,0.39,4,4,41,Self-employed,Salary,South,Moderate Risk
54,23011,962288,0,485,0.25,4,2,7,Salaried,Salary,North,Very High Risk
61,62344,889247,15,482,0.84,1,1,17,Self-employed,Current,East,High Risk
34,154209,625180,14,579,0.34,2,1,16,Self-employed,Salary,South,Low Risk
38,127282,81274,6,697,0.43,1,0,13,Business owner,Savings,South,Low Risk
36,94245,394859,5,761,0.37,1,0,24,Business owner,Salary,West,Low Risk
36,70816,673470,20,664,0.62,1,4,45,Self-employed,Current,West,Low Risk
24,36632,489965,13,503,0.72,4,4,40,Business owner,Current,North,Very High Risk
59,51056,842623,14,487,0.52,4,2,31,Self-employed,Salary,South,Very High Risk
38,114874,786907,20,834,0.78,0,2,9,Business owner,Salary,West,Very Low Risk
25,110040,262481,15,493,0.26,3,4,54,Self-employed,Current,North,Very High Risk
54,141649,468931,7,725,0.55,3,0,21,Business owner,Current,West,Low Risk
45,128827,324611,3,657,0.32,4,0,38,Self-employed,Current,West,High Risk
44,136852,443942,4,646,0.84,4,2,48,Self-employed,Salary,North,Moderate Risk
55,34670,122012,4,635,0.26,1,0,36,Self-employed,Savings,North,High Risk
49,52535,60683,8,653,0.57,0,1,38,Self-employed,Salary,North,Moderate Risk
39,32007,194868,2,640,0.71,2,2,3,Self-employed,Salary,West,Very High Risk
48,54582,671614,19,475,0.5,4,2,7,Business owner,Current,South,Very High Risk
63,142417,693705,9,808,0.59,2,2,39,Business owner,Current,East,Very Low Risk
47,132024,799484,17,591,0.43,2,2,27,Self-employed,Savings,West,Low Risk
56,57248,373084,1,575,0.09,1,0,40,Salaried,Current,West,High Risk
31,37090,553864,11,561,0.45,3,4,7,Self-employed,Current,East,Very High Risk
31,103139,828514,16,563,0.08,2,4,15,Self-employed,Salary,North,Low Risk
33,80549,824270,0,764,0.82,2,0,14,Salaried,Salary,East,Low Risk
46,131018,980619,2,781,0.61,3,2,14,Self-employed,Savings,North,Very Low Risk
52,154716,688407,3,770,0.61,2,2,44,Salaried,Salary,North,Very Low Risk
22,145969,912879,15,534,0.73,4,0,27,Salaried,Savings,South,Low Risk
27,136649,975795,8,657,0.81,2,3,40,Self-employed,Current,East,Low Risk
59,36024,111637,20,602,0.72,3,3,43,Self-employed,Current,South,Very High Risk
25,114684,376907,17,629,0.41,2,3,53,Self-employed,Savings,North,Moderate Risk
64,28600,302532,20,608,0.72,3,2,5,Business owner,Current,East,Very High Risk
34,144220,564321,3,504,0.35,0,1,3,Business owner,Salary,South,Moderate Risk
59,134958,1617,18,646,0.66,4,3,22,Business owner,Savings,South,High Risk
52,104268,374172,20,594,0.62,1,1,21,Self-employed,Savings,West,Moderate Risk
66,54983,792624,20,586,0.22,3,0,53,Salaried,Current,West,Low Risk
48,136468,262006,11,478,0.8,1,3,30,Self-employed,Current,North,Very High Risk
52,151844,820544,14,642,0.76,3,4,26,Salaried,Current,West,Moderate Risk
62,59469,580939,7,472,0.36,3,3,39,Business owner,Savings,West,Very High Risk
31,31302,427064,3,702,0.79,2,2,17,Salaried,Current,East,Very High Risk
26,69124,412714,19,724,0.8,0,0,53,Salaried,Current,South,Very Low Risk
34,142341,118820,9,733,0.14,1,2,9,Self-employed,Savings,North,Very Low Risk
68,124170,956247,13,777,0.78,1,3,7,Business owner,Current,West,Very Low Risk
40,62902,390767,10,632,0.12,2,2,21,Salaried,Current,South,Moderate Risk
68,59733,27732,5,624,0.83,2,2,31,Salaried,Savings,West,Very High Risk
23,42253,439225,18,502,0.26,4,1,27,Salaried,Current,North,Very High Risk
51,150365,980661,5,840,0.9,0,1,22,Business owner,Savings,South,Very Low Risk
25,107243,775074,15,796,0.3,4,4,24,Business owner,Salary,North,Very Low Risk
36,117369,465642,12,682,0.22,2,1,6,Salaried,Savings,North,Low Risk
26,139169,241555,4,607,0.31,0,2,29,Salaried,Salary,North,Moderate Risk
33,99791,886696,4,554,0.37,3,0,3,Business owner,Salary,South,Moderate Risk
34,110069,998424,19,628,0.37,0,4,14,Self-employed,Current,East,Very Low Risk
50,133987,619019,18,565,0.75,4,4,37,Self-employed,Current,West,High Risk
26,117371,133843,19,637,0.13,3,0,5,Self-employed,Salary,South,Low Risk
46,109940,546842,5,644,0.49,0,2,29,Business owner,Current,East,Low Risk
43,60377,805857,8,620,0.16,4,2,45,Salaried,Salary,South,High Risk
66,95979,848327,15,817,0.75,2,1,14,Self-employed,Savings,South,Very Low Risk
54,90950,650101,13,603,0.35,0,0,35,Salaried,Current,South,Very Low Risk
67,34602,415538,2,629,0.64,2,2,15,Salaried,Savings,North,Very High Risk
32,93573,489607,3,766,0.49,4,4,18,Self-employed,Current,North,Moderate Risk
40,103743,42011,9,577,0.53,0,2,12,Salaried,Savings,West,High Risk
23,152677,518572,14,768,0.85,1,4,50,Business owner,Current,North,Very Low Risk
37,26763,127570,16,849,0.4,4,3,50,Salaried,Savings,South,Moderate Risk
56,112895,138538,5,694,0.44,4,3,12,Business owner,Savings,South,Very High Risk
27,87980,300797,6,751,0.61,2,2,49,Self-employed,Salary,South,Low Risk
43,135772,366798,18,624,0.48,4,2,22,Salaried,Current,West,High Risk
50,88828,443582,9,839,0.74,2,4,5,Self-employed,Savings,North,Low Risk
24,118931,178576,14,526,0.71,2,1,33,Salaried,Savings,South,Very High Risk
34,149816,884935,5,697,0.11,2,4,47,Salaried,Savings,West,Very Low Risk
50,118587,560359,7,585,0.91,3,4,30,Self-employed,Salary,South,High Risk
34,84629,423268,19,650,0.06,4,4,44,Business owner,Salary,East,Moderate Risk
66,74027,243715,6,521,0.12,0,1,15,Business owner,Savings,East,Very High Risk
50,53667,395429,0,495,0.68,0,3,21,Self-employed,Salary,East,Very High Risk
34,145311,448355,13,846,0.43,0,3,15,Self-employed,Current,South,Very Low Risk
45,79848,618396,10,700,0.46,2,2,46,Salaried,Savings,South,Low Risk
38,137913,85415,14,524,0.76,0,2,33,Salaried,Savings,South,High Risk
45,96319,211083,17,758,0.26,0,0,32,Salaried,Current,South,Very Low Risk
35,152546,808958,11,499,0.09,1,3,32,Salaried,Savings,South,Very Low Risk
38,153972,414929,7,638,0.26,0,1,13,Self-employed,Current,South,Very Low Risk
57,76895,875865,4,504,0.56,0,3,14,Salaried,Current,East,High Risk
37,137549,421169,4,492,0.23,2,4,17,Salaried,Salary,West,Very High Risk
33,98296,412486,17,764,0.67,3,4,36,Business owner,Current,North,Moderate Risk
44,36494,944369,19,779,0.72,4,3,8,Salaried,Salary,West,Low Risk
44,116634,693176,9,660,0.41,1,1,8,Salaried,Salary,North,Very Low Risk
21,120138,141380,2,653,0.27,3,3,12,Self-employed,Savings,North,High Risk
63,150260,923615,8,602,0.85,0,3,43,Self-employed,Current,East,Very Low Risk
38,126799,709590,17,747,0.76,1,3,3,Self-employed,Salary,East,Very Low Risk
58,124557,877343,0,566,0.81,0,1,21,Business owner,Current,West,Moderate Risk
58,70576,252187,5,599,0.49,2,1,40,Business owner,Current,West,High Risk
61,58381,881700,12,766,0.82,1,1,38,Self-employed,Current,North,Low Risk
52,152741,412445,16,771,0.27,3,1,5,Salaried,Salary,South,Very Low Risk
50,52534,127948,14,715,0.37,3,4,21,Salaried,Savings,East,High Risk
33,112421,897340,16,527,0.59,3,4,23,Self-employed,Current,North,Moderate Risk
51,101209,378692,15,636,0.34,0,2,12,Salaried,Savings,South,Low Risk
22,105752,972014,18,542,0.76,1,1,36,Self-employed,Salary,North,Very Low Risk
22,50280,411774,14,757,0.55,3,3,10,Salaried,Savings,East,Moderate Risk
63,119007,906404,17,757,0.26,2,2,7,Business owner,Savings,North,Very Low Risk
39,100715,115215,16,637,0.82,2,3,31,Self-employed,Savings,North,Very High Risk
51,86806,491487,19,580,0.19,3,0,49,Business owner,Salary,East,Moderate Risk
62,122572,23471,20,702,0.34,0,4,4,Self-employed,Savings,South,Low Risk
32,92557,771370,14,505,0.41,4,0,3,Self-employed,Current,South,Very High Risk
58,88324,664096,5,711,0.13,3,4,10,Self-employed,Savings,West,Moderate Risk
57,48483,734519,0,501,0.38,3,1,21,Self-employed,Current,North,Very High Risk
48,48298,929044,8,622,0.58,2,2,30,Self-employed,Current,North,Moderate Risk
32,83178,978144,9,675,0.19,3,1,41,Salaried,Current,West,Low Risk
46,143489,402708,12,528,0.28,0,3,8,Salaried,Salary,East,Low Risk
43,64309,496999,20,825,0.26,2,2,28,Self-employed,Current,South,Very Low Risk
51,38086,857967,10,613,0.49,3,3,49,Self-employed,Savings,West,Moderate Risk
40,64826,36467,2,849,0.76,3,2,37,Business owner,Current,South,Moderate Risk
53,68900,590273,9,815,0.87,4,2,54,Salaried,Current,East,Low Risk
23,65024,288841,20,737,0.08,1,3,45,Salaried,Current,North,Low Risk
32,157694,879439,14,822,0.75,3,2,17,Salaried,Salary,South,Very Low Risk
45,133937,414177,20,758,0.66,0,2,24,Self-employed,Current,West,Very Low Risk
52,59668,314301,2,534,0.39,3,1,14,Salaried,Current,West,Very High Risk
45,94527,946711,1,507,0.09,4,3,14,Business owner,Current,West,Very High Risk
24,119824,517909,10,515,0.5,1,0,20,Salaried,Current,South,Moderate Risk
60,28624,642452,0,672,0.34,4,2,31,Business owner,Salary,West,Very High Risk
33,100185,769775,9,503,0.48,3,0,24,Salaried,Current,South,High Risk
64,71420,759766,13,475,0.66,3,0,36,Business owner,Current,East,High Risk
27,91095,345267,10,568,0.16,2,1,15,Business owner,Salary,South,Moderate Risk
36,99549,564488,16,780,0.78,4,2,35,Business owner,Salary,East,Very Low Risk
41,98837,489756,15,790,0.69,2,2,10,Self-employed,Savings,West,Low Risk
31,143425,956545,9,518,0.85,2,0,4,Business owner,Current,North,Low Risk
54,150175,88652,18,664,0.24,0,4,11,Self-employed,Current,East,Very Low Risk
26,150857,90700,13,617,0.07,3,2,30,Self-employed,Savings,North,Low Risk
44,88731,49990,17,751,0.39,0,3,10,Self-employed,Salary,West,Low Risk
43,34737,639055,15,557,0.64,3,0,52,Self-employed,Savings,North,High Risk
48,91887,736860,0,537,0.86,0,1,32,Salaried,Savings,East,Moderate Risk
31,99441,617175,2,542,0.74,1,3,24,Salaried,Savings,South,Very High Risk
43,106059,18655,16,706,0.13,4,0,7,Salaried,Savings,North,Moderate Risk
46,64049,944565,14,736,0.21,1,4,50,Self-employed,Current,South,Very Low Risk
26,59734,161893,2,673,0.67,4,2,29,Self-employed,Salary,South,Very High Risk
43,28538,785721,17,680,0.35,0,3,5,Business owner,Savings,North,Low Risk
52,79508,409230,3,656,0.34,1,2,39,Self-employed,Savings,North,Low Risk
38,45512,627575,19,489,0.86,0,1,52,Salaried,Savings,North,High Risk
32,22728,543565,18,520,0.23,2,3,3,Business owner,Current,West,Very High Risk
59,45629,795825,1,628,0.8,1,4,24,Business owner,Current,North,High Risk
38,150307,31686,7,552,0.31,0,1,47,Business owner,Current,North,High Risk
68,91642,807419,9,585,0.13,0,4,38,Self-employed,Savings,North,Very Low Risk
64,77545,827526,20,558,0.55,1,0,19,Salaried,Current,North,Low Risk
39,156210,322840,2,541,0.19,4,0,6,Salaried,Current,North,High Risk
31,153191,139020,8,763,0.71,2,3,33,Business owner,Savings,North,Low Risk
38,101170,392035,17,487,0.24,2,0,17,Self-employed,Salary,South,High Risk
26,91389,993025,3,743,0.14,4,4,11,Salaried,Savings,West,Low Risk
51,149021,752382,8,773,0.89,1,0,4,Self-employed,Current,North,Very Low Risk
62,126544,925003,8,506,0.55,0,4,15,Self-employed,Salary,North,Low Risk
35,126256,626381,15,571,0.38,0,1,21,Salaried,Salary,West,Low Risk
53,64855,749644,0,791,0.8,0,3,13,Salaried,Current,West,Very Low Risk
63,54293,236797,1,824,0.46,2,2,3,Salaried,Current,North,Moderate Risk
28,43787,99019,11,522,0.45,2,2,24,Self-employed,Salary,East,Very High Risk
55,142714,789703,15,529,0.58,2,4,16,Self-employed,Current,East,Moderate Risk
37,83290,877871,5,556,0.59,0,2,21,Business owner,Savings,North,Moderate Risk
53,36305,948883,17,610,0.15,4,4,48,Salaried,Savings,North,High Risk
67,30518,598871,2,499,0.74,4,0,18,Self-employed,Savings,East,Very High Risk
66,51105,732695,9,770,0.61,4,1,49,Business owner,Salary,West,Moderate Risk
31,63591,351748,11,745,0.11,1,3,14,Business owner,Savings,East,Low Risk
39,45136,79604,6,742,0.21,1,2,10,Salaried,Current,East,High Risk
43,51277,940791,0,717,0.88,4,4,10,Salaried,Savings,East,Very High Risk
48,151310,654482,0,672,0.88,4,4,33,Business owner,Current,North,High Risk
59,147246,376290,7,704,0.08,3,0,39,Salaried,Savings,East,Low Risk
29,110204,745902,14,812,0.84,3,1,4,Business owner,Current,West,Low Risk
32,56630,182366,6,760,0.41,1,1,15,Self-employed,Savings,East,High Risk
55,32739,546301,3,695,0.72,4,0,40,Business owner,Savings,North,Very High Risk
60,126970,657437,0,524,0.2,3,1,29,Self-employed,Savings,West,High Risk
35,36558,282201,2,495,0.89,1,3,53,Self-employed,Salary,North,Very High Risk
55,54433,865711,16,659,0.33,2,1,41,Salaried,Current,South,Very Low Risk
32,99251,988391,15,633,0.38,2,0,45,Business owner,Current,West,Very Low Risk
25,109794,679843,9,701,0.58,1,2,40,Self-employed,Salary,North,Very Low Risk
22,61126,609077,16,696,0.07,1,1,29,Self-employed,Savings,South,Low Risk
62,70885,125641,13,702,0.63,4,2,51,Salaried,Savings,South,Very High Risk
62,56866,70419,8,557,0.81,2,4,41,Business owner,Savings,East,Very High Risk
55,133056,835798,0,842,0.41,4,1,49,Self-employed,Savings,East,Very Low Risk
65,81228,317518,11,757,0.23,1,3,18,Salaried,Salary,East,Moderate Risk
28,56723,233425,16,799,0.26,0,2,38,Salaried,Current,West,Very Low Risk
25,76349,360078,14,556,0.17,4,3,9,Self-employed,Savings,West,Very High Risk
46,155743,215131,20,511,0.51,1,2,25,Self-employed,Current,South,High Risk
66,62793,578354,14,471,0.14,2,2,32,Business owner,Current,South,High Risk
57,85350,103185,1,762,0.5,4,2,17,Business owner,Current,East,Very High Risk
30,138355,447267,11,646,0.74,2,3,48,Self-employed,Salary,South,Moderate Risk
54,122765,494682,1,640,0.69,4,1,14,Salaried,Salary,East,High Risk
27,150686,155161,3,821,0.28,4,0,52,Business owner,Salary,West,Moderate Risk
23,57995,598768,20,799,0.56,4,2,51,Business owner,Salary,North,Low Risk
63,94124,736102,8,645,0.58,0,4,48,Salaried,Salary,East,Very Low Risk
22,152803,722968,10,671,0.42,4,0,17,Business owner,Salary,East,Moderate Risk
57,57802,828276,19,805,0.26,2,1,21,Business owner,Savings,East,Low Risk
47,106169,781306,20,793,0.57,4,4,7,Business owner,Current,East,Very Low Risk
56,73201,385895,19,745,0.07,4,1,38,Business owner,Savings,South,Low Risk
63,52363,966321,2,478,0.66,2,0,34,Salaried,Current,North,Very High Risk
27,56174,3273,0,495,0.88,4,1,47,Salaried,Savings,North,Very High Risk
52,44633,275168,8,591,0.6,4,2,13,Self-employed,Salary,West,Very High Risk
49,60160,726993,2,679,0.3,4,2,37,Self-employed,Salary,North,Moderate Risk
50,115546,940716,9,788,0.07,4,4,34,Business owner,Current,South,Very Low Risk
33,35787,970465,5,588,0.63,0,4,23,Salaried,Current,West,High Risk
51,125144,14367,20,776,0.47,4,0,27,Salaried,Salary,East,Low Risk
63,106887,453334,13,596,0.23,1,0,18,Salaried,Savings,West,Moderate Risk
43,89406,669980,8,714,0.44,4,2,16,Salaried,Current,North,Moderate Risk
22,133209,31907,5,616,0.59,0,2,23,Business owner,Salary,West,Moderate Risk
21,157345,321316,5,836,0.64,0,3,42,Business owner,Salary,North,Very Low Risk
28,66783,352124,6,655,0.45,3,4,12,Business owner,Salary,West,Very High Risk
63,60882,371134,14,714,0.35,3,1,16,Business owner,Savings,East,Moderate Risk
21,99462,349856,2,838,0.28,1,1,9,Self-employed,Savings,South,Low Risk
58,45223,712363,18,692,0.42,1,2,30,Business owner,Current,West,Moderate Risk
35,37982,544268,5,475,0.43,4,3,14,Self-employed,Current,North,Very High Risk
24,47261,313638,3,496,0.37,1,4,45,Salaried,Savings,South,Very High Risk
28,76518,93414,11,768,0.76,1,0,47,Self-employed,Salary,West,Moderate Risk
48,137265,886943,17,640,0.61,0,0,6,Self-employed,Salary,East,Very Low Risk
33,70937,385159,8,793,0.59,1,4,8,Business owner,Savings,East,Moderate Risk
58,98493,204417,16,661,0.91,0,0,46,Salaried,Salary,South,Low Risk
41,125987,841442,9,673,0.79,4,1,18,Business owner,Savings,East,Low Risk
64,47366,157582,9,687,0.52,4,1,28,Business owner,Salary,West,Very High Risk
67,131448,157085,1,665,0.17,3,3,54,Salaried,Current,South,High Risk
64,148954,952787,8,677,0.81,0,1,39,Salaried,Savings,West,Very Low Risk
31,59145,188610,3,633,0.45,1,0,26,Self-employed,Salary,North,High Risk
45,64472,77947,7,548,0.32,0,3,40,Self-employed,Current,North,High Risk
42,42010,135018,8,752,0.25,1,3,20,Self-employed,Salary,North,Moderate Risk
44,120402,742582,7,839,0.59,0,1,30,Self-employed,Savings,South,Very Low Risk
60,60307,127615,0,569,0.57,4,3,16,Business owner,Salary,West,Very High Risk
33,25150,826572,5,597,0.33,3,2,29,Business owner,Savings,North,High Risk
56,85044,105758,7,656,0.42,4,3,44,Salaried,Salary,West,Very High Risk
49,141423,153374,12,642,0.78,0,0,35,Self-employed,Salary,East,Low Risk
47,132003,172167,6,552,0.16,2,1,9,Business owner,Current,West,Very High Risk
64,145945,567691,9,681,0.83,2,0,32,Self-employed,Salary,North,Low Risk
60,116613,880994,5,555,0.78,4,1,53,Business owner,Current,South,High Risk
52,76335,653418,8,554,0.18,2,2,45,Self-employed,Savings,South,Moderate Risk
31,53190,879741,12,746,0.47,1,1,16,Business owner,Salary,North,Low Risk
54,100658,900558,11,562,0.33,4,0,20,Salaried,Savings,West,Moderate Risk
50,117110,90996,5,590,0.45,3,2,19,Self-employed,Salary,East,Very High Risk
